tipo,ubicacion,timestamp,comuna
Accidente,Calle falsa #1709,2025-06-01T05:27:08.189421,Santiago
Corte,Calle falsa #2243,2025-06-02T08:07:53.189421,Puente Alto
Policía,Calle falsa #1329,2025-05-31T09:44:50.189421,La Florida
Atasco,Calle falsa #1325,2025-05-31T05:29:27.189421,Maipú
Policía,Calle falsa #2890,2025-05-29T22:00:10.189421,Las Condes
Accidente,Calle falsa #278,2025-06-02T17:32:50.189421,Puente Alto
Accidente,Calle falsa #2316,2025-06-01T19:35:21.189421,Macul
Atasco,Calle falsa #1818,2025-05-31T15:40:00.189421,Las Condes
Accidente,Calle falsa #1194,2025-06-02T14:25:40.189421,Las Condes
Corte,Calle falsa #1241,2025-05-29T23:22:00.189421,Maipú
Detención,Calle falsa #1422,2025-06-02T04:09:44.189421,Macul
Accidente,Calle falsa #855,2025-06-01T01:25:11.189421,Santiago
Policía,Calle falsa #2439,2025-06-01T14:08:14.189421,Las Condes
Accidente,Calle falsa #689,2025-06-03T10:17:59.189421,Santiago
Policía,Calle falsa #1078,2025-06-03T04:52:34.189421,Macul
Atasco,Calle falsa #1557,2025-06-01T17:35:24.189421,Puente Alto
Accidente,Calle falsa #930,2025-06-01T16:23:22.189421,Ñuñoa
Corte,Calle falsa #511,2025-05-31T22:15:48.189421,Ñuñoa
Atasco,Calle falsa #463,2025-05-30T01:35:56.189421,Puente Alto
Policía,Calle falsa #85,2025-05-30T11:16:59.189421,Puente Alto
Corte,Calle falsa #2984,2025-05-30T14:20:19.189421,Macul
Bache,Calle falsa #2358,2025-06-02T12:49:15.189421,La Florida
Policía,Calle falsa #2753,2025-06-02T20:06:31.189421,Ñuñoa
Policía,Calle falsa #1023,2025-06-02T01:54:54.189421,Macul
Accidente,Calle falsa #1256,2025-05-31T19:12:20.189421,Santiago
Corte,Calle falsa #2211,2025-05-31T03:05:30.189421,Santiago
Policía,Calle falsa #1762,2025-06-01T05:43:39.189421,Ñuñoa
Accidente,Calle falsa #1919,2025-05-30T02:11:37.189421,Macul
Atasco,Calle falsa #32,2025-06-02T06:20:02.189421,Las Condes
Accidente,Calle falsa #473,2025-05-31T14:20:09.189421,Macul
Atasco,Calle falsa #2502,2025-06-03T02:29:32.189421,Maipú
Corte,Calle falsa #2956,2025-05-30T04:05:41.189421,La Florida
Accidente,Calle falsa #2884,2025-06-03T16:38:32.189421,Santiago
Corte,Calle falsa #1621,2025-06-03T07:54:13.189421,Providencia
Bache,Calle falsa #2990,2025-06-01T00:20:45.189421,Puente Alto
Atasco,Calle falsa #1101,2025-06-01T08:24:43.189421,Maipú
Corte,Calle falsa #479,2025-05-30T08:37:01.189421,La Florida
Policía,Calle falsa #1774,2025-06-02T17:23:28.189421,Macul
Bache,Calle falsa #532,2025-06-01T07:05:11.189421,Las Condes
Policía,Calle falsa #2847,2025-06-03T02:25:08.189421,Ñuñoa
Accidente,Calle falsa #167,2025-06-03T15:07:24.189421,Puente Alto
Detención,Calle falsa #2651,2025-06-01T19:23:59.189421,Macul
Accidente,Calle falsa #1025,2025-05-31T02:32:49.189421,Puente Alto
Policía,Calle falsa #546,2025-05-30T08:22:58.189421,Puente Alto
Accidente,Calle falsa #2810,2025-05-31T01:52:01.189421,Macul
Policía,Calle falsa #584,2025-05-29T17:51:35.189421,Ñuñoa
Policía,Calle falsa #1864,2025-05-31T20:23:43.189421,Maipú
Corte,Calle falsa #447,2025-06-03T04:12:05.189421,Las Condes
Atasco,Calle falsa #1019,2025-05-31T15:26:26.189421,Macul
Accidente,Calle falsa #2073,2025-05-30T12:38:39.189421,Santiago
Accidente,Calle falsa #135,2025-06-01T18:43:49.189421,Macul
Policía,Calle falsa #2928,2025-06-02T21:54:48.189421,Santiago
Policía,Calle falsa #243,2025-06-01T06:29:23.189421,Puente Alto
Policía,Calle falsa #258,2025-05-30T16:10:17.189421,Ñuñoa
Atasco,Calle falsa #1120,2025-05-30T14:04:24.189421,Ñuñoa
Policía,Calle falsa #471,2025-06-01T12:10:12.189421,Maipú
Policía,Calle falsa #1541,2025-05-31T09:35:30.189421,Las Condes
Policía,Calle falsa #689,2025-05-29T22:18:16.189421,Maipú
Corte,Calle falsa #2471,2025-06-01T12:20:23.189421,Providencia
Bache,Calle falsa #2466,2025-06-03T10:27:28.189421,Ñuñoa
Policía,Calle falsa #2385,2025-05-30T02:21:48.189421,Providencia
Atasco,Calle falsa #1431,2025-05-31T03:49:38.189421,Providencia
Accidente,Calle falsa #659,2025-06-02T07:52:03.189421,Ñuñoa
Detención,Calle falsa #2926,2025-05-31T09:37:03.189421,Macul
Accidente,Calle falsa #1437,2025-05-31T13:07:47.189421,Las Condes
Corte,Calle falsa #2199,2025-06-02T23:53:49.189421,Las Condes
Policía,Calle falsa #1492,2025-05-31T21:37:24.189421,Santiago
Accidente,Calle falsa #1920,2025-05-30T22:01:38.189421,Las Condes
Accidente,Calle falsa #1570,2025-06-01T11:00:48.189421,La Florida
Accidente,Calle falsa #1882,2025-06-01T21:24:12.189421,Ñuñoa
Accidente,Calle falsa #15,2025-06-01T08:22:01.189421,Ñuñoa
Accidente,Calle falsa #2770,2025-05-29T21:38:38.189421,La Florida
Corte,Calle falsa #2512,2025-06-02T01:43:47.189421,Las Condes
Corte,Calle falsa #293,2025-05-31T15:29:10.189421,Providencia
Atasco,Calle falsa #32,2025-06-03T03:18:44.189421,Macul
Policía,Calle falsa #1785,2025-05-31T13:42:11.189421,Puente Alto
Detención,Calle falsa #1945,2025-05-30T18:05:48.189421,Ñuñoa
Corte,Calle falsa #1285,2025-05-31T19:30:17.189421,Ñuñoa
Atasco,Calle falsa #42,2025-06-03T05:04:51.189421,Santiago
Policía,Calle falsa #835,2025-06-03T13:04:16.189421,Macul
Policía,Calle falsa #1693,2025-05-30T07:51:25.189421,Providencia
Atasco,Calle falsa #1634,2025-05-31T13:08:40.189421,Macul
Accidente,Calle falsa #2383,2025-05-29T20:24:50.189421,La Florida
Policía,Calle falsa #1813,2025-06-02T00:06:51.189421,Maipú
Detención,Calle falsa #1356,2025-05-31T08:55:22.189421,Santiago
Atasco,Calle falsa #1499,2025-05-31T13:46:47.189421,Santiago
Atasco,Calle falsa #576,2025-06-02T20:25:43.189421,Maipú
Atasco,Calle falsa #1060,2025-05-31T23:27:25.189421,Puente Alto
Atasco,Calle falsa #737,2025-06-03T14:33:26.189421,Maipú
Accidente,Calle falsa #2019,2025-06-02T03:12:23.189421,Maipú
Accidente,Calle falsa #2624,2025-06-02T10:31:10.189421,Puente Alto
Atasco,Calle falsa #2243,2025-06-02T00:38:49.189421,Puente Alto
Atasco,Calle falsa #1420,2025-05-30T14:38:06.189421,Ñuñoa
Policía,Calle falsa #912,2025-06-02T10:28:39.189421,Puente Alto
Policía,Calle falsa #768,2025-05-31T16:23:24.189421,Macul
Atasco,Calle falsa #50,2025-06-01T02:11:42.189421,Puente Alto
Policía,Calle falsa #872,2025-06-02T12:20:49.189421,Santiago
Detención,Calle falsa #775,2025-05-30T07:35:18.189421,Providencia
Policía,Calle falsa #2593,2025-06-02T00:35:53.189421,Puente Alto
Atasco,Calle falsa #976,2025-06-02T12:42:50.189421,Providencia
Atasco,Calle falsa #2490,2025-06-01T22:34:44.189421,Ñuñoa
Detención,Calle falsa #261,2025-06-01T06:52:07.189421,Ñuñoa
Atasco,Calle falsa #1140,2025-06-01T14:11:57.189421,Ñuñoa
Accidente,Calle falsa #381,2025-06-02T00:48:23.189421,Las Condes
Policía,Calle falsa #550,2025-05-31T13:10:41.189421,Puente Alto
Policía,Calle falsa #2544,2025-06-02T01:10:29.189421,Las Condes
Accidente,Calle falsa #1333,2025-06-03T16:29:18.189421,La Florida
Policía,Calle falsa #2330,2025-05-30T15:12:25.189421,Puente Alto
Atasco,Calle falsa #114,2025-05-30T19:19:50.189421,Las Condes
Accidente,Calle falsa #1913,2025-05-30T11:29:33.189421,La Florida
Bache,Calle falsa #343,2025-06-01T12:25:15.189421,Puente Alto
Policía,Calle falsa #400,2025-06-02T19:23:07.189421,Maipú
Accidente,Calle falsa #2385,2025-05-31T23:30:40.189421,La Florida
Accidente,Calle falsa #15,2025-06-03T14:44:35.189421,Macul
Corte,Calle falsa #1192,2025-06-02T14:27:18.189421,Providencia
Policía,Calle falsa #719,2025-06-03T09:54:48.189421,Santiago
Policía,Calle falsa #2928,2025-05-31T15:11:19.189421,Providencia
Atasco,Calle falsa #1309,2025-06-02T06:20:31.189421,Santiago
Accidente,Calle falsa #2028,2025-06-02T09:25:15.189421,La Florida
Accidente,Calle falsa #1861,2025-06-01T18:13:50.189421,Macul
Corte,Calle falsa #689,2025-05-30T14:03:03.189421,Las Condes
Policía,Calle falsa #2159,2025-06-01T09:23:53.189421,Puente Alto
Atasco,Calle falsa #2250,2025-05-31T11:06:41.189421,Las Condes
Corte,Calle falsa #460,2025-06-03T00:39:08.189421,La Florida
Atasco,Calle falsa #2226,2025-06-01T17:26:10.189421,Puente Alto
Corte,Calle falsa #2197,2025-06-03T06:52:53.189421,Maipú
Detención,Calle falsa #1515,2025-06-01T02:12:07.189421,Santiago
Atasco,Calle falsa #2903,2025-05-31T23:55:03.189421,Puente Alto
Detención,Calle falsa #2070,2025-05-31T13:58:40.189421,Puente Alto
Detención,Calle falsa #2624,2025-05-30T03:14:58.189421,Maipú
Policía,Calle falsa #1687,2025-06-01T14:47:20.189421,Puente Alto
Accidente,Calle falsa #260,2025-06-02T01:56:42.189421,Ñuñoa
Atasco,Calle falsa #1239,2025-05-30T20:17:23.189421,Las Condes
Corte,Calle falsa #2444,2025-06-03T01:03:35.189421,Ñuñoa
Corte,Calle falsa #1565,2025-05-30T02:15:58.189421,Puente Alto
Policía,Calle falsa #1072,2025-06-03T02:16:40.189421,Santiago
Bache,Calle falsa #1121,2025-06-02T23:08:55.189421,Puente Alto
Policía,Calle falsa #25,2025-05-31T10:25:11.189421,Las Condes
Accidente,Calle falsa #2086,2025-05-30T07:08:56.189421,Puente Alto
Policía,Calle falsa #723,2025-06-02T14:17:51.189421,Puente Alto
Policía,Calle falsa #530,2025-06-01T10:40:16.189421,Maipú
Atasco,Calle falsa #2423,2025-06-01T01:30:52.189421,La Florida
Policía,Calle falsa #2943,2025-05-31T19:05:26.189421,Las Condes
Atasco,Calle falsa #2724,2025-05-31T13:03:28.189421,Macul
Accidente,Calle falsa #1134,2025-05-30T09:25:12.189421,Las Condes
Accidente,Calle falsa #990,2025-06-01T01:21:49.189421,Macul
Detención,Calle falsa #249,2025-06-01T16:23:35.189421,Las Condes
Atasco,Calle falsa #1955,2025-06-02T04:58:35.189421,Puente Alto
Policía,Calle falsa #887,2025-06-02T09:29:11.189421,La Florida
Bache,Calle falsa #310,2025-05-31T09:56:18.189421,Providencia
Accidente,Calle falsa #1180,2025-05-30T19:56:33.189421,Puente Alto
Corte,Calle falsa #470,2025-05-29T20:43:15.189421,Puente Alto
Policía,Calle falsa #687,2025-05-30T20:06:35.189421,Ñuñoa
Bache,Calle falsa #1994,2025-06-03T15:17:33.189421,Providencia
Atasco,Calle falsa #2176,2025-05-31T01:18:23.189421,Providencia
Policía,Calle falsa #2145,2025-05-31T22:08:04.189421,Ñuñoa
Policía,Calle falsa #2029,2025-05-30T19:11:49.189421,Ñuñoa
Corte,Calle falsa #728,2025-06-03T12:28:16.189421,Maipú
Policía,Calle falsa #1466,2025-05-31T11:58:51.189421,Ñuñoa
Accidente,Calle falsa #2116,2025-05-30T17:28:57.189421,Las Condes
Policía,Calle falsa #2585,2025-05-30T04:44:02.189421,Macul
Accidente,Calle falsa #1381,2025-05-31T03:39:43.189421,Las Condes
Atasco,Calle falsa #2897,2025-06-02T05:06:02.189421,Las Condes
Bache,Calle falsa #2337,2025-06-02T00:32:47.189421,Providencia
Atasco,Calle falsa #1446,2025-06-01T10:59:19.189421,Maipú
Policía,Calle falsa #1955,2025-06-03T10:24:41.189421,Las Condes
Accidente,Calle falsa #2711,2025-06-03T07:38:25.189421,Macul
Atasco,Calle falsa #1246,2025-05-31T04:35:21.189421,Ñuñoa
Policía,Calle falsa #1857,2025-05-30T02:24:29.189421,Santiago
Accidente,Calle falsa #1244,2025-05-31T19:53:21.189421,Puente Alto
Accidente,Calle falsa #741,2025-05-31T12:29:08.189421,Ñuñoa
Accidente,Calle falsa #2217,2025-05-30T15:42:39.189421,La Florida
Accidente,Calle falsa #1548,2025-05-30T10:07:15.189421,Macul
Corte,Calle falsa #2182,2025-06-02T01:45:09.189421,Santiago
Accidente,Calle falsa #1234,2025-06-01T02:06:29.189421,Macul
Bache,Calle falsa #1194,2025-06-03T07:51:49.189421,La Florida
Bache,Calle falsa #410,2025-05-30T13:06:22.189421,Maipú
Corte,Calle falsa #1306,2025-06-02T02:25:34.189421,La Florida
Atasco,Calle falsa #1264,2025-06-03T13:23:52.189421,Macul
Policía,Calle falsa #1190,2025-05-30T18:15:31.189421,Santiago
Accidente,Calle falsa #605,2025-05-31T21:09:41.189421,La Florida
Policía,Calle falsa #1316,2025-05-30T10:51:46.189421,Maipú
Detención,Calle falsa #306,2025-06-02T14:07:01.189421,Las Condes
Accidente,Calle falsa #1061,2025-06-01T18:36:10.189421,Santiago
Corte,Calle falsa #154,2025-06-01T07:11:01.189421,Ñuñoa
Atasco,Calle falsa #1687,2025-06-02T11:15:33.189421,Puente Alto
Policía,Calle falsa #2377,2025-05-31T16:48:09.189421,Puente Alto
Accidente,Calle falsa #2806,2025-06-02T11:23:46.189421,Maipú
Policía,Calle falsa #2501,2025-05-30T14:21:26.189421,Puente Alto
Policía,Calle falsa #2782,2025-05-30T18:56:46.189421,Ñuñoa
Atasco,Calle falsa #1165,2025-06-02T02:23:18.189421,Las Condes
Atasco,Calle falsa #1699,2025-06-03T06:13:52.189421,La Florida
Policía,Calle falsa #1734,2025-06-03T02:14:58.189421,Puente Alto
Accidente,Calle falsa #2958,2025-06-02T17:15:15.189421,Puente Alto
Bache,Calle falsa #1559,2025-05-31T00:15:37.189421,La Florida
Accidente,Calle falsa #458,2025-06-02T07:07:05.189421,Las Condes
Corte,Calle falsa #803,2025-05-30T17:16:09.189421,La Florida
Detención,Calle falsa #628,2025-05-31T02:16:33.189421,Santiago
Corte,Calle falsa #681,2025-06-01T13:58:36.189421,Ñuñoa
Corte,Calle falsa #522,2025-06-03T00:40:20.189421,Santiago
Policía,Calle falsa #420,2025-05-29T20:55:36.189421,Puente Alto
Accidente,Calle falsa #2409,2025-05-30T04:47:24.189421,Santiago
Atasco,Calle falsa #51,2025-05-30T16:52:43.189421,Santiago
Accidente,Calle falsa #481,2025-05-30T20:19:36.189421,Las Condes
Policía,Calle falsa #87,2025-05-30T03:44:07.189421,Maipú
Atasco,Calle falsa #1315,2025-05-31T01:43:01.189421,Puente Alto
Corte,Calle falsa #1098,2025-06-02T13:57:36.189421,Las Condes
Atasco,Calle falsa #22,2025-06-02T12:45:34.189421,Santiago
Corte,Calle falsa #920,2025-06-01T09:27:32.189421,Ñuñoa
Atasco,Calle falsa #1923,2025-05-30T20:20:50.189421,Ñuñoa
Corte,Calle falsa #2986,2025-06-03T10:49:38.189421,Ñuñoa
Atasco,Calle falsa #872,2025-05-30T18:27:47.189421,Macul
Policía,Calle falsa #735,2025-06-03T04:53:08.189421,Ñuñoa
Accidente,Calle falsa #2243,2025-05-29T19:41:23.189421,Macul
Accidente,Calle falsa #1403,2025-06-03T02:13:24.189421,Ñuñoa
Accidente,Calle falsa #787,2025-06-02T13:33:43.189421,Las Condes
Accidente,Calle falsa #921,2025-05-30T22:34:47.189421,Macul
Corte,Calle falsa #2526,2025-06-01T01:55:28.189421,Santiago
Atasco,Calle falsa #955,2025-05-30T03:47:14.189421,Santiago
Policía,Calle falsa #1672,2025-06-01T23:14:52.189421,Providencia
Atasco,Calle falsa #1570,2025-05-30T02:38:41.189421,Ñuñoa
Policía,Calle falsa #1995,2025-05-31T12:38:44.189421,Maipú
Policía,Calle falsa #1088,2025-06-02T09:08:08.189421,Las Condes
Accidente,Calle falsa #2229,2025-05-30T01:13:52.189421,Puente Alto
Detención,Calle falsa #1210,2025-06-03T08:56:19.189421,Maipú
Atasco,Calle falsa #505,2025-05-31T22:27:40.189421,La Florida
Corte,Calle falsa #2548,2025-06-02T09:26:25.189421,Las Condes
Atasco,Calle falsa #2585,2025-06-01T22:21:06.189421,Providencia
Policía,Calle falsa #842,2025-06-03T07:22:32.189421,Maipú
Accidente,Calle falsa #2792,2025-06-01T07:53:01.189421,Santiago
Corte,Calle falsa #994,2025-06-03T04:01:52.189421,Puente Alto
Accidente,Calle falsa #1218,2025-05-31T11:04:07.189421,La Florida
Policía,Calle falsa #2814,2025-05-31T14:50:46.189421,Las Condes
Accidente,Calle falsa #297,2025-06-02T01:13:16.189421,Providencia
Policía,Calle falsa #934,2025-05-31T14:35:38.189421,Las Condes
Policía,Calle falsa #503,2025-05-29T22:24:24.189421,Las Condes
Detención,Calle falsa #951,2025-05-29T23:13:11.189421,Las Condes
Policía,Calle falsa #1384,2025-06-01T13:47:03.189421,Macul
Corte,Calle falsa #1123,2025-05-29T20:47:34.189421,La Florida
Policía,Calle falsa #2023,2025-05-30T03:09:27.189421,Providencia
Corte,Calle falsa #624,2025-06-01T20:05:07.189421,Santiago
Atasco,Calle falsa #222,2025-05-30T16:43:10.189421,La Florida
Accidente,Calle falsa #565,2025-06-03T14:19:00.189421,Macul
Accidente,Calle falsa #216,2025-06-01T01:32:59.189421,La Florida
Accidente,Calle falsa #1377,2025-06-01T13:38:35.189421,Ñuñoa
Bache,Calle falsa #2365,2025-06-03T11:41:29.189421,La Florida
Atasco,Calle falsa #338,2025-05-31T08:34:18.189421,Santiago
Accidente,Calle falsa #2765,2025-06-01T16:52:09.189421,Macul
Accidente,Calle falsa #1561,2025-06-02T02:51:14.189421,Ñuñoa
Accidente,Calle falsa #422,2025-06-01T02:44:04.189421,Ñuñoa
Accidente,Calle falsa #2954,2025-06-03T01:55:07.189421,Macul
Policía,Calle falsa #1593,2025-05-30T06:29:47.189421,Ñuñoa
Atasco,Calle falsa #1029,2025-06-03T07:22:00.189421,Providencia
Bache,Calle falsa #1750,2025-06-02T08:19:00.189421,Providencia
Policía,Calle falsa #2746,2025-05-31T22:40:48.189421,Maipú
Detención,Calle falsa #1735,2025-05-29T20:49:03.189421,Las Condes
Corte,Calle falsa #519,2025-05-31T15:36:48.189421,Puente Alto
Policía,Calle falsa #2269,2025-05-30T20:22:50.189421,Santiago
Atasco,Calle falsa #113,2025-06-02T01:30:12.189421,Las Condes
Accidente,Calle falsa #2948,2025-05-31T04:16:32.189421,Ñuñoa
Bache,Calle falsa #1652,2025-06-01T07:05:11.189421,Maipú
Accidente,Calle falsa #12,2025-06-03T15:25:26.189421,Las Condes
Atasco,Calle falsa #1811,2025-05-30T11:48:25.189421,La Florida
Policía,Calle falsa #1758,2025-06-03T06:10:25.189421,Santiago
Corte,Calle falsa #1643,2025-05-30T04:01:41.189421,La Florida
Policía,Calle falsa #637,2025-06-03T07:37:05.189421,Santiago
Detención,Calle falsa #377,2025-05-29T20:27:04.189421,Providencia
Accidente,Calle falsa #2945,2025-06-03T10:12:09.189421,Puente Alto
Accidente,Calle falsa #1001,2025-05-30T06:28:44.189421,Santiago
Atasco,Calle falsa #901,2025-06-01T13:12:08.189421,Ñuñoa
Accidente,Calle falsa #1337,2025-05-30T10:14:50.189421,Puente Alto
Bache,Calle falsa #1337,2025-06-01T22:00:06.189421,La Florida
Atasco,Calle falsa #579,2025-06-02T22:15:36.189421,Santiago
Policía,Calle falsa #1931,2025-05-29T19:45:42.189421,Maipú
Corte,Calle falsa #1567,2025-06-02T09:38:30.189421,Macul
Accidente,Calle falsa #2202,2025-06-02T22:24:06.189421,Puente Alto
Corte,Calle falsa #2730,2025-06-01T01:22:57.189421,Santiago
Accidente,Calle falsa #81,2025-06-01T22:13:39.189421,La Florida
Corte,Calle falsa #1252,2025-06-01T10:12:17.189421,Ñuñoa
Policía,Calle falsa #2039,2025-06-03T03:12:54.189421,Providencia
Accidente,Calle falsa #779,2025-06-03T11:15:42.189421,Puente Alto
Atasco,Calle falsa #909,2025-06-03T07:34:15.189421,Maipú
Policía,Calle falsa #1979,2025-06-03T02:01:03.189421,La Florida
Atasco,Calle falsa #1993,2025-05-31T23:14:28.189421,Providencia
Accidente,Calle falsa #1519,2025-05-29T17:53:27.189421,Ñuñoa
Corte,Calle falsa #2818,2025-06-03T00:28:24.189421,Santiago
Policía,Calle falsa #2678,2025-06-02T09:47:11.189421,Las Condes
Accidente,Calle falsa #2360,2025-06-01T22:13:54.189421,Las Condes
Corte,Calle falsa #1554,2025-05-30T00:53:29.189421,Las Condes
Accidente,Calle falsa #2441,2025-06-01T10:36:48.189421,La Florida
Atasco,Calle falsa #2068,2025-05-31T06:12:10.189421,Puente Alto
Corte,Calle falsa #817,2025-06-02T01:05:12.189421,Santiago
Atasco,Calle falsa #2066,2025-06-01T11:08:37.189421,Macul
Policía,Calle falsa #460,2025-06-02T05:33:16.189421,Providencia
Accidente,Calle falsa #1653,2025-05-30T23:22:06.189421,Puente Alto
Corte,Calle falsa #2976,2025-05-31T12:25:08.189421,Puente Alto
Accidente,Calle falsa #2166,2025-06-02T06:41:55.189421,Providencia
Policía,Calle falsa #418,2025-06-01T12:04:41.189421,Maipú
Atasco,Calle falsa #2338,2025-05-31T04:56:03.189421,Maipú
Policía,Calle falsa #1234,2025-05-30T23:36:21.189421,La Florida
Accidente,Calle falsa #2653,2025-05-31T09:35:27.189421,Maipú
Policía,Calle falsa #2498,2025-05-30T19:44:17.189421,Ñuñoa
Accidente,Calle falsa #2763,2025-06-03T03:41:44.189421,Maipú
Atasco,Calle falsa #1718,2025-06-03T14:29:12.189421,Maipú
Policía,Calle falsa #2576,2025-06-02T06:31:12.189421,Macul
Accidente,Calle falsa #1461,2025-06-02T06:38:27.189421,La Florida
Policía,Calle falsa #1307,2025-05-31T14:07:59.189421,Providencia
Atasco,Calle falsa #2569,2025-06-02T00:25:46.189421,Ñuñoa
Policía,Calle falsa #2059,2025-05-29T18:17:39.189421,Macul
Bache,Calle falsa #1924,2025-06-02T04:22:41.189421,Las Condes
Policía,Calle falsa #264,2025-05-30T16:33:05.189421,Macul
Policía,Calle falsa #2267,2025-06-01T19:07:34.189421,Maipú
Detención,Calle falsa #250,2025-06-03T15:45:48.189421,Las Condes
Accidente,Calle falsa #2075,2025-05-30T16:24:21.189421,Maipú
Accidente,Calle falsa #1134,2025-05-30T13:44:31.189421,Maipú
Accidente,Calle falsa #326,2025-05-31T06:56:38.189421,Santiago
Policía,Calle falsa #2038,2025-05-31T13:22:40.189421,Las Condes
Atasco,Calle falsa #1551,2025-05-31T16:21:31.189421,Maipú
Policía,Calle falsa #867,2025-06-02T18:52:39.189421,Santiago
Accidente,Calle falsa #2098,2025-05-30T23:31:02.189421,Puente Alto
Accidente,Calle falsa #993,2025-06-02T02:58:44.189421,Puente Alto
Accidente,Calle falsa #172,2025-06-01T22:50:05.189421,Las Condes
Policía,Calle falsa #1194,2025-06-01T08:18:35.189421,Ñuñoa
Accidente,Calle falsa #1767,2025-06-03T05:55:07.189421,Puente Alto
Policía,Calle falsa #2106,2025-06-01T05:42:32.189421,Maipú
Policía,Calle falsa #1670,2025-06-03T03:08:35.189421,Ñuñoa
Policía,Calle falsa #713,2025-06-03T06:01:03.189421,Macul
Accidente,Calle falsa #1028,2025-06-02T03:20:34.189421,Macul
Policía,Calle falsa #325,2025-06-02T10:49:50.189421,La Florida
Policía,Calle falsa #527,2025-06-01T23:12:33.189421,Las Condes
Policía,Calle falsa #1576,2025-05-30T18:34:40.189421,Providencia
Corte,Calle falsa #1503,2025-06-02T09:12:22.189421,Santiago
Policía,Calle falsa #1213,2025-05-30T08:47:31.189421,Providencia
Accidente,Calle falsa #1542,2025-06-01T03:17:12.189421,La Florida
Policía,Calle falsa #971,2025-06-03T13:31:53.189421,Las Condes
Atasco,Calle falsa #2126,2025-05-30T15:15:57.189421,Santiago
Atasco,Calle falsa #385,2025-06-01T15:30:10.189421,Providencia
Accidente,Calle falsa #2171,2025-06-03T11:52:03.189421,Santiago
Policía,Calle falsa #365,2025-05-30T00:15:41.189421,Providencia
Policía,Calle falsa #678,2025-06-01T14:36:13.189421,La Florida
Atasco,Calle falsa #143,2025-06-02T07:47:50.189421,Ñuñoa
Corte,Calle falsa #821,2025-06-03T06:19:46.189421,La Florida
Policía,Calle falsa #816,2025-06-02T09:03:37.189421,Maipú
Corte,Calle falsa #2469,2025-06-01T06:14:06.189421,Santiago
Accidente,Calle falsa #2829,2025-06-02T17:07:36.189421,La Florida
Corte,Calle falsa #1194,2025-05-31T17:11:56.189421,Providencia
Policía,Calle falsa #2666,2025-05-30T12:45:44.189421,Ñuñoa
Accidente,Calle falsa #451,2025-06-03T02:12:08.189421,Las Condes
Accidente,Calle falsa #2163,2025-06-01T04:34:58.189421,Providencia
Atasco,Calle falsa #1190,2025-06-01T07:48:01.189421,Macul
Corte,Calle falsa #379,2025-06-01T06:45:25.189421,Providencia
Policía,Calle falsa #2778,2025-06-02T01:18:24.189421,Providencia
Policía,Calle falsa #229,2025-06-01T19:28:13.189421,Ñuñoa
Policía,Calle falsa #2597,2025-06-02T16:05:56.189421,Las Condes
Accidente,Calle falsa #653,2025-06-02T13:47:24.189421,Macul
Policía,Calle falsa #1023,2025-05-31T09:55:33.189421,La Florida
Detención,Calle falsa #238,2025-06-03T14:01:23.189421,Maipú
Accidente,Calle falsa #151,2025-06-01T17:40:01.189421,Puente Alto
Atasco,Calle falsa #2876,2025-05-29T23:01:58.189421,Ñuñoa
Corte,Calle falsa #118,2025-05-29T21:21:55.189421,Maipú
Accidente,Calle falsa #1664,2025-05-29T18:29:02.189421,Providencia
Corte,Calle falsa #512,2025-06-01T08:07:48.189421,Providencia
Accidente,Calle falsa #742,2025-06-01T03:16:52.189421,Santiago
Atasco,Calle falsa #19,2025-06-02T09:51:09.189421,Ñuñoa
Accidente,Calle falsa #783,2025-06-02T06:47:42.189421,La Florida
Accidente,Calle falsa #1024,2025-06-01T22:47:28.189421,Macul
Policía,Calle falsa #2705,2025-05-30T02:16:10.189421,La Florida
Accidente,Calle falsa #666,2025-06-02T07:00:40.189421,Puente Alto
Accidente,Calle falsa #2959,2025-06-02T00:32:59.189421,Maipú
Detención,Calle falsa #2211,2025-06-03T04:40:29.189421,Providencia
Corte,Calle falsa #2718,2025-05-31T02:22:40.189421,Santiago
Policía,Calle falsa #1023,2025-06-03T13:53:29.189421,Las Condes
Detención,Calle falsa #2742,2025-06-01T16:54:26.189421,La Florida
Policía,Calle falsa #41,2025-05-30T23:30:17.189421,Providencia
Atasco,Calle falsa #246,2025-06-02T17:10:26.189421,Macul
Policía,Calle falsa #115,2025-05-31T05:11:19.189421,La Florida
Policía,Calle falsa #1280,2025-06-02T06:09:26.189421,Las Condes
Accidente,Calle falsa #2664,2025-06-03T02:43:14.189421,Providencia
Accidente,Calle falsa #845,2025-06-03T13:11:57.189421,La Florida
Atasco,Calle falsa #988,2025-05-30T13:18:44.189421,Puente Alto
Policía,Calle falsa #172,2025-05-30T17:35:57.189421,La Florida
Policía,Calle falsa #2519,2025-06-01T04:52:57.189421,Maipú
Bache,Calle falsa #182,2025-06-01T22:37:33.189421,Puente Alto
Atasco,Calle falsa #2548,2025-05-30T21:52:56.189421,Las Condes
Policía,Calle falsa #1178,2025-06-02T12:35:40.189421,Santiago
Bache,Calle falsa #1148,2025-06-02T13:59:32.189421,Santiago
Atasco,Calle falsa #1780,2025-06-03T05:57:34.189421,Las Condes
Corte,Calle falsa #1155,2025-06-03T05:21:08.189421,Maipú
Atasco,Calle falsa #890,2025-06-01T10:22:28.189421,Maipú
Accidente,Calle falsa #532,2025-05-31T21:54:15.189421,Puente Alto
